"method_name","root","BLOCKSIZE","JOBS","LEVEL","CHECKSUM","SKIP","NoTransform","Huffman","ANS0","ANS1","Range","FPAQ","TPAQ","CM","NoEntropy","BWTS","ROLZ","RLT","ZRLT","MTFT","RANK","TEXT","X86","run_time(ms;<)","energy(mWs;<)"
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-595.3343603080665,-62.918366278850385
"kanzi.Global.computeHistogramOrder1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592.6723254424656,576.5327875544348
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.540601597638,669.2735116697639
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.2539448495979,531.1017859507826
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.0420053426035,400.307097734636
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.6463049171791,934.7013445698399
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-452.06058380694725,-396.9464648357479
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,165.0799968539205,312.71338823727535
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,163.8327675960642,202.57805649942867
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,162.41974285155524,128.57489164807313
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,130.67311266166482,159.83493321064543
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,487.7261154832667,487.99645102506037
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,595.2421103484274,579.0325925759421
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1101.8442548014305,871.844113625952
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,740.0697154912039,720.8411318175673
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,748.2520088785778,1078.9394074535119
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,748.0653510084786,915.008244467381
